,Date,User,Tweet
4180,2022-09-07 15:53:20+00:00,nicefrancis007,"@georgelamps Na the guy I dislike pass for all our journo, he no like tuchel at all, agenda don Dey ground since dem sack lamps, e don block me"
4181,2022-09-07 15:53:12+00:00,justlewis7,Exactly what i said. These players need to take responsibility for the sack of Thomas Tuchel https://t.co/6b7Wf1RweR
4182,2022-09-07 15:53:00+00:00,BETDAQ,"📺 Crazy decision from Chelsea to sack Thomas Tuchel today! 

Who is an improvement on him? #CFC 

https://t.co/6VZXzLZL4w"
4183,2022-09-07 15:52:55+00:00,sammilajr_21,"If your scouting section is A class and your technical director, why not? Man must put down his sense and play to the strength of the players with intentional squad rotations. Tuchel also had this problem with PSG and he repeated it at Chelsea. He deserves the sack no cap!"
4184,2022-09-07 15:52:53+00:00,Comrade0801,"@HarryMaguire93 sack Ole, @Wesley_Fofanaa sack Tuchel😭😭.
E fit no be better for @LCFC ."
4185,2022-09-07 15:52:49+00:00,CFCsamm_,So if the board don’t think tuchel is the right man then why did they spend like 300m to get the players he wants and that would work in his system to then sack him??
4186,2022-09-07 15:52:42+00:00,ArnoldHarryx,"Emotional man 😭 The Fact that he asked for more time as well and the request got declined, makes me feel Todd Boehly was always going to sack him. #PremierLeague #Tuchel #football #Chelsea https://t.co/GiuabSJwsJ"
4187,2022-09-07 15:52:21+00:00,eesrevni,"🤦🏻‍♂️2️⃣Part two. Thomas Tuchel is gone now, many clubs are jumping on the ""sack train"". Few bad games, you're off. Ridiculous.
#Chelsea #PremierLeague https://t.co/lKdktqkWxY https://t.co/cY0MR91IEN"
4188,2022-09-07 15:52:15+00:00,1walebakare,"Tuchel's sack was a shock. clubs don't have patience again these days, especially a new owner. Thanks for some great memories Thomas. https://t.co/InOgPXt8eD"
4189,2022-09-07 15:52:10+00:00,grubel_matt,@gate17marco Micky fraud will sack porter again.He sacked Lampard and Tuchel already
4190,2022-09-07 15:52:06+00:00,amcomrade,EPL: How Ronaldo caused Tuchel’s sack as Chelsea coach https://t.co/8yDr1oLFn4 https://t.co/8N98dzzA2f
4191,2022-09-07 15:52:02+00:00,SizTheMoment_,@Snado_ I’m really mad at Todd. I mean Tuchel deserved a chance. They let him sign all these players then sack him 💔😭
4192,2022-09-07 15:52:01+00:00,Samir_sedrati,"@Stephanieh_29 It's a bad decision, I don't understand boehly's decision, why would you sign all the players tuchel asked for them and then you sack him, it's the beginning of the season, when you sign new players you know you have to build, like liverpool did like man city did
It's really sad"
4193,2022-09-07 15:51:55+00:00,richtweetsblue,@PhilipMcQuincy @Zvoii_ You should be. Whatever you think of Tuchel the way this has been handled by the club is terrible. There is no nice way to sack a coach but a coach that won you the champions league should get treated with more respect than this
4194,2022-09-07 15:51:46+00:00,SZNDravid,@PrimarilyVoid @ATLienMJ It wasn't ronaldo or he would've bought him and sack tuchel on the spot
4195,2022-09-07 15:51:25+00:00,Kdee1z,The players got Tuchel sack and acting innocent.
4196,2022-09-07 15:51:21+00:00,KingKhavanii,"Boehly was obviously more than embarrassed.

Did I see the Thomas Tuchel’s sack coming? YES! https://t.co/ZWeQ2pC3Ct"
4197,2022-09-07 15:51:13+00:00,TheRealDevilOT,"@ManCity @oluwapeluumii @keira_walsh Looks like u lot don't need Champions league spot this year !! @ManUtdWomen if Marc doesn't secure this year he is sackable tbh, sack him as fast as Tuchel if he doesn't perform early. The path is easy for Champions league spot this year"
4198,2022-09-07 15:51:09+00:00,iamclassicalTK,"@KingsleyNwelek1 @90sSophie @VIEWSFROMD6 Una get mind ooo ? Which manager dey out there ? You sack tuchel ? Well make una appoint Eguavoen now, he might be a better option."
4199,2022-09-07 15:50:39+00:00,SirPotterBall,I understand the decision to sack Tuchel was fuckin stupid but how on earth are people gunning for Boehly’s head when less than a week ago you lot were slobbering on his shmeat like you would Ice cream 💀💀
4200,2022-09-07 15:50:28+00:00,StuLaws_,I don’t care for Chelsea or Tuchel but why would you let someone spend nearly 300m assembling the squad he wants to sack him after 7 games? Is Roman still pulling the strings there? 🤡
4201,2022-09-07 15:50:22+00:00,justlewis7,Y'all wanted him to sack Thomas Tuchel and y'all are now trending #ToddBoehlyout i don't understand😂😂😂😂 Chelsea FC and her fans in trouble 😂😂😂 #CFC
4202,2022-09-07 15:49:57+00:00,leakblast,EPL: Carragher tells Boehly best manager to coach Chelsea after Tuchel’s sack https://t.co/ikKkJzoN0o
4203,2022-09-07 15:49:37+00:00,DWilsonSoccer,"Wow. Chelsea Sack Thomas Tuchel. I didn't expect #chelsea to fire #Tuchel so quickly into the season. #Ruthless 

https://t.co/K942zLAY5K"
4204,2022-09-07 15:49:35+00:00,DammyInspector,"@Jontech_tips I am a Chelsea fan but I don't like the way Chelsea fans are behaving swears, one small thing, they will start calling for sacking Asap...they have each tuchel now... can't wait to see who is next to be sack"
4205,2022-09-07 15:49:04+00:00,AFC_ML,I dont get why they’d sack Tuchel after backing him with 250m+ and not even letting the team gel
4206,2022-09-07 15:48:48+00:00,alwaysbeenrizz,"I thought I was heartbroken when Lampard saw the sack but now Tuchel, I’m seriously so done with this club, show some fucking loyalty"
4207,2022-09-07 15:48:47+00:00,NewsunplugKE,"Chelsea sack Tuchel, announce temporary replacement
https://t.co/b9fsJByfSV"
4208,2022-09-07 15:48:35+00:00,Derekfiore11,@FabrizioRomano So They sack Tuchel for this? This is unbelievable 🤦🏾‍♂️😤
4209,2022-09-07 15:48:16+00:00,i_am_zaddi,"Chelsea sack Tuchel and opt in for  Pochettino,
Psg did the same it didn't end well for them.
Poch can't achieve a feat with messi, neymar and mbappe and they want him to manage fofona, mouth and hervertz lol 
#Chelsea 
#CFCLive"
4210,2022-09-07 15:48:09+00:00,FootieFanatic00,"Don't understand some Chelsea fans blaming Boehly now. The man backed Tuchel in the transfer &amp; spent the most among all clubs in Europe. 

He doesn't back Tuchel &amp; then just sack him on a limp.... clearly Tuchel has lost the dressing room &amp;/or had a breakdown in r/s with the club"
4211,2022-09-07 15:47:51+00:00,CFCTHE0,@ChrisDeRich This sums it up. Our players are definitely top 4 club players. I was hoping Tuchel would be able to see his mistakes and make the necessary adjustments as he is an elite manager but he simply didn't and now has had to face the sack.
4212,2022-09-07 15:47:49+00:00,SamuelAjeigbe,"🚨 Chelsea had already made the decision to sack Thomas Tuchel before last night. 

The defeat to Dinamo Zagreb was unrelated to his departure.

(Source: @David_Ornstein)"
4213,2022-09-07 15:47:44+00:00,ksenguptaa,If you’re gonna sack tuchel now they should’ve sacked him in the summer
4214,2022-09-07 15:46:58+00:00,76Goonerbloke,@AFCBAMBOS Except for the one massive C#nt that I saw asking if we should now sack Arteta (we are top of the league) and replace him with Tuchel 😳🤦🏻‍♂️
4215,2022-09-07 15:46:54+00:00,Ayowa9,"""Sack Tuchel"" 
""Don't sack Tuchel""
"" But you all wanted him gone,he's gone are you happy now "" 

At the end of the day us are just fans and the club doesn't know anyone of us 💀even the Tuchel that they sacked went him with his bag but there you are still in your local area..."
4216,2022-09-07 15:46:54+00:00,shaunypizzle,"CHELSEA SACK TUCHEL!? | WORST DECISION IN HISTORY! 

Subscribe &amp; Like please my people. 🙌🏼

https://t.co/gDlSlLW0RR https://t.co/Xk7Rq0Slro"
4217,2022-09-07 15:46:31+00:00,carolinecfc_,"I’m more upset at the sacking than tuchel sacked. Honestly we’ll never build a city or Liverpool like dynasty. The cycle will repeat itself. What if The next coach will go through poor form, we’ll say their tuchel’s players, get rid of deadwood, buy new players, then sack again"
4218,2022-09-07 15:46:30+00:00,cfc_bn,The most painful realization for me more than Tuchel getting the sack is the fact that we are still in the cycle of hire and fire. 🤦🏽#CFC #Chelsea
4219,2022-09-07 15:46:25+00:00,_OscarCFC,@CFC_Ali10 He did the right thing to sack tuchel
4220,2022-09-07 15:45:58+00:00,AdriaanCupido,"Even though the Boehly and Co ownership knew the relationship between the fans and Tuchel and the reaction it would give if they sack Tuchel, they still went and sacked him. I hope this ownership doesn't turn into a dictatorship. #CFC #ChelseaFC @todd_boehly"
4221,2022-09-07 15:45:56+00:00,liam_senpai97,"@FutbolCheIsea We only lost 1 game to a half decent United team out for redemption this season you fcking got piped by Leeds and Southampton despite smoking 300 mil on defenders in a single window Tuchel facing the sack was inevitable, fym "" Klopp had a much worse start"""
4222,2022-09-07 15:45:19+00:00,madiibrahim_4,"Tuchel was made aware of his sack after the Southampton game,the Champions league game was for him to redeem himself which he failed to even get a draw. So sad for his sack..."
4223,2022-09-07 15:45:07+00:00,mazzy0108,#ICYMI Chelsea sack Tuchel. Who will be the next manager? #PremierLeague #football #Chelsea https://t.co/Au5gfWCiiC
4224,2022-09-07 15:45:00+00:00,furher_Ian,@tuchelecstacy Tuchel was heading towards the sack we need dynamism what sarri started stalled now we regain our focus
4225,2022-09-07 15:44:43+00:00,JonasKedzI,@NebuerReuben No be sacking dem de like sack like how dem go get Tuchel seff? Dem sack Club legend go bring am.😂
4226,2022-09-07 15:44:36+00:00,StanAbdurr,aubameyang and reece james in the dressing room while they sack tuchel https://t.co/Kt2055oN6W
4227,2022-09-07 15:44:34+00:00,Ohiodongaldo,Why them go sack Tuchel nau!? It was totally uncalled for. Haba
4228,2022-09-07 15:44:30+00:00,Mighty_20,"1. Get a DOF 
2. Ensure they understand the project 
3. Then Sack Tuchel and hire the manager that fit the project

But baba start from 3rd"
4229,2022-09-07 15:44:30+00:00,siilvacfc,"@Jordan59518427 people will always cry that their favorite manager got sacked but based on history every time Chelsea sacks a manager they go on to win trophies. 

People will get over Tuchel's sacking, just give them time"
4230,2022-09-07 15:44:29+00:00,geonnathantah,"Tuchel get sacked and these fans are going after Todd Bohley. When have this club ever not sack a manager that has not been doing well? YES, it’s the players’ fault too but if you can’t have a team to buy in your plans then there’s NOTHING MUCH TO IT! Full stop."
4231,2022-09-07 15:44:23+00:00,NigeriaOutlook,"Chelsea maintains tradition, sacks Tuchel after Dinamo Zagreb defeat

https://t.co/4jqBqEEJNW"
4232,2022-09-07 15:44:23+00:00,kalyang81061436,Same fans will celebrate if we win a trophy this season and back our owner. It was inevitable. You can't be a stubborn manager in chelsea. I loved tuchel but some things like profiling and his stubbornness ultimately resulted in the sack.
4233,2022-09-07 15:44:13+00:00,StanAbdurr,aubameyang and reece james in the dressing room while they sack tuchel https://t.co/ixErTHaRW3
4234,2022-09-07 15:44:12+00:00,max__fcb,"I feel tuchel would be going to Juventus next
Allegri is already hanging on a balance and will be sacked soon
If Juventus are smart they'll sack allegri and employ tuchel he's the best man for them"
4235,2022-09-07 15:43:52+00:00,Evertxn,Tuchel deserved the sack man his comments post games and all season were terrible. It was only going one way.
4236,2022-09-07 15:43:31+00:00,Ikram6513,Sack gerrard bring in Tuchel
4237,2022-09-07 15:43:30+00:00,KingKhavanii,"Some new generation Chelsea fans crying on the TL regarding Thomas Tuchel’s sack. 🤣 

Move one guys!"
4238,2022-09-07 15:43:25+00:00,PDiablo175,"@FPL_Obsessed Yeah 💯 good manager no doubt but needs 2 hit the ground running n bag a trophy this or next season or potters p45 is ready. Brighton only ambition is to stay up, Chelsea sack tuchel just 2 seasons after winning champions league. They been playing crap but should Ave had longer"
4239,2022-09-07 15:43:14+00:00,Johnchol001,"That Was not right decision which Chelsea had made to sack Thomas Tuchel , anyway I wish you all the best we will never forget you for great achievement you has made in Chelsea https://t.co/XE6boVcoxF"
4240,2022-09-07 15:43:09+00:00,MNnolim,"@i9_9900KS @Blue_Footy Some fans feel like this too when Lampard was sack, but they quickly forgot about Lampard after much success with Tuchel"
4241,2022-09-07 15:43:07+00:00,Dastevenik,..... And then Tuchel gets the sack! https://t.co/wNqRJkRfmK
4242,2022-09-07 15:43:01+00:00,Godwinchigoziri,"@Curtis_peprah How do you explain this? 
Each time we have to sack a manger to compensate underperforming players, I just hope we get a better manager than Tuchel.
We sacked Ancelloti to buy AVB only to sack him 8months later.
We parted with Sarri albeit on a different circumstance to get Lamps"
4243,2022-09-07 15:42:56+00:00,TrollFootball,"Todd Boehly accidentally pressing the send email button to sack Tuchel

https://t.co/Ew5SH4ksZV"
4244,2022-09-07 15:42:54+00:00,PapiCruncha,"@u_pahtreek Una don make, they don sack Tuchel 🥺😂😂😂😂"
4245,2022-09-07 15:42:50+00:00,DanielGbolaha11,"@LunihanV1 @CFCPys @TuchelCam @CFCDaily And you have been overreacting all this days long,Sack tuchel 🤔,sack tuchel,you are now happy right 🥲,the good thing is we are not getting that sore loser 😂😂,poshetinno"
4246,2022-09-07 15:42:35+00:00,Josh_SW6,"@ChelseaFC Yeah lets just sack our UCL winning manager who got us to two cup finals last season and replace him with a mid table manager with 0 UCL experience &amp; 0 honours as a manager in England, seems like a terrible mistake, this makes me sad as a fan, Tuchel deserved better 💙"
4247,2022-09-07 15:42:31+00:00,anuv_theway,@AlexGoldberg_ Aren’t the owners stupid to sack Tuchel after backing him in the window after just 5-6 games?
4248,2022-09-07 15:42:10+00:00,StrictlyCFC,"I've never been this sad for a very long time, I still don't even understand this decision to sack Tuchel and no Chelsea player has even come out to say even Goodbye or thank Him, the Hate I currently feel towards some Chelsea players in particular can't be measured"
4249,2022-09-07 15:42:04+00:00,JoshBomb,@gate17marco Should be sat on the bench and earning his place back after 7 straight disgraceful performances to start the season. He and Havertz having woeful starts to the season were two of the main culprits in getting Tuchel the sack.
4250,2022-09-07 15:41:44+00:00,CFC_Junior_,"This was just the perfect opportunity to sack him. And let’s not pretend Tuchel was Mr. Perfect. You cannot convince me that Lukaku, Werner, Ziyech, Pulisic, CHO, Havertz became shit players over night. Tuchel simply didn’t get the best out of them"
4251,2022-09-07 15:41:35+00:00,StephenAsBurner,"People saying Tuchel’s reputation is intact, I disagree. He had an impressive 6 months, but beyond that he was extremely forgettable. We know that Chelsea tend to be trigger happy when it comes to managers, but he actually deserved the sack. His position was untenable."
4252,2022-09-07 15:41:21+00:00,sean_27upnext,@achrafNR06 @Farret13Tejeda tuchel had earned a chance to turn this around to sack him before the international break after backing him so heavily reeks of incompetence
4253,2022-09-07 15:40:36+00:00,PierreYombo,"@tiffkatabira @Blue_Footy @todd_boehly In 2 years he inherited Lampard's players and he went on to win the UCL, SUPER CUP, CLUB WC.
Klop and Guardiola have their own players, now that Tuchel was about to have his own, you sack him...my heart is broken.."
4254,2022-09-07 15:40:25+00:00,karthik090498,"Thankyou for your contribution to the club,

 it's really unfortunate on the part of New owners to sack an elite manager after hardly 6 games in charge!!!

#Tuchel 😢💙
@ChelseaFC"
4255,2022-09-07 15:40:22+00:00,CitrusGooner,"Tuchel sacked earlier than I’d have expected. But hey he was hired under the old owner, figured his leash would be tighter…

…but why’d they back him with 300mil and then sack him that’s the question"
4256,2022-09-07 15:40:21+00:00,eirabus,Sterling was so ass yesterday. Could not pass for shit now they sack Tuchel 💀
4257,2022-09-07 15:40:20+00:00,BoyMelv,@Mbahdeyforyou Chelsea wey sack Di Matio wey give us our first UCL in history ? Who be Tuchel lmao
4258,2022-09-07 15:40:18+00:00,AbiolaB56566369,@Mbahdeyforyou D fear of Europa is the sack of Tuchel man is doing nonsense ds season that team looks clueless
4259,2022-09-07 15:40:02+00:00,Math_Smith,Insane decision to sack #Tuchel. Not a good start to the season but other than that he’s done well. Won CL and unlucky in a couple of cup finals.
4260,2022-09-07 15:39:56+00:00,JonathanLCFC,Fofana got Tuchel the sack after one Champions League game? Impressive
4261,2022-09-07 15:39:55+00:00,Cfc_Secrets,@66_lfc_ He does. Criminal to sack a manger only 6 games into a season
4262,2022-09-07 15:39:27+00:00,SNoorulhaque,The timing of #Tuchel sacking is strange and pretty stupid to be honest. You should not back your Manager in transfer market if you have to sack him after 10 matches 🤦‍♂️ this management seems more trigger happy than Abrahimovic #chelsea #CFC
4263,2022-09-07 15:39:27+00:00,Ridwandeyhere,Nothing’s been more painful since I’ve been a Chelsea fan than this Thomas Tuchel sack. I loved him so much wtf. Best Chelsea Manager ever 🥹 @ChelseaFC why?
4264,2022-09-07 15:38:42+00:00,EdomanAG,"Tuchel era is over he tried but I and him could not find a common ground to coexist. I know the culture and tradition of this great club. And it is WINNING, just WIN some MORE

You can't be sack for winning he failed the primary assignment. You can play any type of style but win"
4265,2022-09-07 15:38:09+00:00,michel_nnadi,"@Greggry_ If you can sack tuchel with such a good record , who won trophies every season then idk how any manager can stay long term there"
4266,2022-09-07 15:38:06+00:00,Imrnznl,Aku koyak dari petang tadi ni Tuchel kena sack.
4267,2022-09-07 15:38:05+00:00,lordbillistic,"Clearly Todd is as ruthless as his predecessor. That's comforting to see he is goal/result driven just as Roman was, however this Tuchel sack took me by surprise, if I must be honest."
4268,2022-09-07 15:37:22+00:00,thedailyretina,European Club Sack Manager After Thomas Tuchel Dismissal On Wednesday https://t.co/JHEnQrb6MD
4269,2022-09-07 15:37:21+00:00,RolloofViking,"@LongLiveEIi @NizaarKinsella Tuchel has issues with lukaku, Werner, pulisic and ziyech, these players will likely influence others to turn on the manager, he himself said he doesn't have that patience, his man management was poor, I still think it was very early to sack him"
4270,2022-09-07 15:37:19+00:00,Adaeze_michael,"Some people Saying Thomas Tuchel stood By Chelsea when they were Sanctioned, he was the coach then ,he'd naturally protect his Employers! He will be Handsomely Rewarded for the Sack  ,not like he is leaving empty Handed ! Y'all stop the Emotional Black Mail"
4271,2022-09-07 15:36:54+00:00,Telapoka5,"@CFCDaily @CFC_LOG 2 game , 3 game , sack him , then what ?. Just because you can doesn't mean you should sack a manager like this. Who is in the market can do a better job then tuchel ?. No world class manager will come to chelsea because of job security. Chelsea is fked."
4272,2022-09-07 15:36:54+00:00,sanskritiikumar,"So obvious that @todd_boehly is completely disconnected from the sport and the fans, because who in their right fucking mind would sack Thomas Tuchel one month into the season?? That’s simply asking for no more European football and a toxic dressing room atmosphere."
4273,2022-09-07 15:36:44+00:00,R__venger,Good chance for Juve to sack Allegri and get Tuchel at helm.
4274,2022-09-07 15:36:44+00:00,francharles_sw6,@syre_wilson_ @Buchi_Laba Rotten you say??? I don't remember the fan base calling for Thomas Tuchel's sack. Granted it was a knee jerk decision from Boehly which is on Him. Don't pin this trash talk on the fan
4275,2022-09-07 15:36:30+00:00,georgewoods42,@CarefreeJonty Wanted long term plan so signed the players Tuchel wanted and sacks him a week later.
4276,2022-09-07 15:36:12+00:00,habibihustler,"Mourinho:

Conte, you remember when Tuchel be wan fight you because of Chelsea?

See am, dem don sack am!!! 💔💔💔 https://t.co/iNcbyPj5c0"
4277,2022-09-07 15:35:43+00:00,KaundaEricks,@debbie_Gabbie They couldn't sack Tuchel without an instant replacement
4278,2022-09-07 15:35:42+00:00,lilymack1586,"@todd_boehly why would you sack tuchel when he won is 3 trophies in the first 8 months of him being manager took over when lampard was sacked and we were left in a bad place he sorted us out and brought us to win the champions league for only the second time, he was with us -"
4279,2022-09-07 15:35:34+00:00,adedokuntasleem,"@TheLampardView I wish I could have saved plp tweet majority were sack tuchel he is static , he is obsessed with wing backs. They have sacked him , no it’s to early , he is rebuilding, who do we believe. Two faced people."
4280,2022-09-07 15:35:29+00:00,YatiyatiZongo,@addojunr You sack Tuchel for GP. S3 mid table naaa levels
4281,2022-09-07 15:35:22+00:00,africachinapre2,"65,677 Chelsea fans mad at Thomas Tuchel sack https://t.co/muy0psfoUe"
4282,2022-09-07 15:34:59+00:00,BookofAEGIS,"I'll never understand the sacking of Thomas Tuchel, the guy managed 100 games at Chelsea (#cfc) and lost 16 whilst winning 60 and a Champions League title.

If you think that's ""SACK"" worthy? You're on crack."
4283,2022-09-07 15:34:33+00:00,GideonDrizzy,@ChelseaFC can u pls recall Tuchel? This decision to sack him is killing us
4284,2022-09-07 15:34:30+00:00,ScottRonaldoUK,@ChelseaFC Why sack him so soon. Look his frustration is one thing perhaps a little more time a friendly discussion an arm around might have helped. Plus if you didn't give him the players he wanted then the same problem remains at the club. Why allow Aubameyang come in who tuchel likes?
4285,2022-09-07 15:34:25+00:00,247acemedia,"LET’s TALK!!! Chelsea FC Sack Manager, Tuchel https://t.co/5prZvSARgG"
4286,2022-09-07 15:34:17+00:00,gunnerinjal,@nepaliblues No don’t mix Arsenal with Chelsea. If Arsenal had won a major title (apart from FA cup) both Emery and Wenger would have stayed. Arteta has stayed. Tuchel JUST WON YOU A UCL. We’ll its not smart businessto sack a manager midway after one bad run and get in someone new.
4287,2022-09-07 15:33:50+00:00,lfcaquila,Still don’t know why tf Chelsea would sack Tuchel
4288,2022-09-07 15:33:38+00:00,Nigerianjourna1,EPL: Carragher tells Boehly best manager to coach Chelsea after Tuchel’s sack https://t.co/mfY7NgyIRx
4289,2022-09-07 15:33:30+00:00,angelnetnews,"Chelsea: He’s honest, direct – Rio Ferdinand reacts to Tuchel’s sack https://t.co/gUbL1hv9X3 via @angelnetnews"
4290,2022-09-07 15:33:25+00:00,GoZhye,Sack tuchel with a better win % than both manger there looking at just shows you there owned by dumb Arse owners not like there guna get Zidane  is it tuchel didn’t even get time with his new players pretty much
4291,2022-09-07 15:33:03+00:00,Jennife58887308,Chelsea sack Thomas Tuchel as manager after poor start to season https://t.co/4uT7DNWhRZ
4292,2022-09-07 15:32:38+00:00,nnsnewsnigeria,EPL: Carragher tells Boehly best manager to coach Chelsea after Tuchel’s sack https://t.co/ztwgttSVrF
4293,2022-09-07 15:32:28+00:00,_bin_ishaq,@BarcaTimes @MatteMoretto Only for tuchel to be sack later 😂
4294,2022-09-07 15:32:15+00:00,OnorakpeneE,Breaking: Chelsea sacks Thomas Tuchel https://t.co/2dOj6Gi77f
4295,2022-09-07 15:31:45+00:00,CFCRamblings,"@JoeStratts @ChelseaFC I agree with that. Poor since December by why spend £250m on Tuchel’s advice if only to sack him? They had plenty to do over the summer, but they could have kept the structure we had, signed club targets and looked for a new manager. TT contract offer on table last month."
4296,2022-09-07 15:31:39+00:00,Eojaa_,What’s Tuchel’s take home after the sack? Man will be smiling to the bank knowing getting another job won’t be difficult at all.
4297,2022-09-07 15:31:35+00:00,kuduzey,"Why them go sack tuchel in the first place
Cuz I no really understand"
4298,2022-09-07 15:31:28+00:00,ATKFanBase,"Now... ATKMB management will sack Juan and they will appoint 

Thomas Tuchel 😃😃😃😃

#AFCCup2022 #BringBackATK #RemoveMohunBagan"
4299,2022-09-07 15:31:09+00:00,Adimsdcr7,"I feel Everton  if they decide to sack lampard should  go for Tuchel
Or Juventus would be a great option for tuchel"
4300,2022-09-07 15:31:03+00:00,Smythsta,Can’t believe my boy Tuchel got the sack
4301,2022-09-07 15:30:51+00:00,_temuujin,"Maybe that's why Tuchel got the sack, now show me his record vs Conte, Klopp and Pep https://t.co/J823s2nouX"
4302,2022-09-07 15:30:27+00:00,addypal,#ChelseaFC sacks #Tuchel I think it was too early. But then the average shelf life of Chelsea manager is 2-3 years. #PremierLeague
4303,2022-09-07 15:30:13+00:00,Teemupukki4,@TheLampardView Perfect sack for Tuchel
4304,2022-09-07 15:30:07+00:00,newsunplug,"Chelsea Sack Tuchel, Announce Temporary Replacement
https://t.co/pMKqUWE8KX"
4305,2022-09-07 15:30:05+00:00,Goatlisic,"@CarefreeAJ_ Im really not against the sack, Tuchel was losing it. I’m just thinking we might find ourselves in the same position after we get a new manager, but I really hope I’m wrong"
4306,2022-09-07 15:29:54+00:00,footballliveCH,Chelsea Sacks Thomas Tuchel - https://t.co/JwWBft4KB1 https://t.co/8N9iwUSmMC
4307,2022-09-07 15:29:19+00:00,JamJam_JimJim,"I actually feel like Chelsea were too hasty to sack Tuchel,

He should have been allowed to coach the team until the rest of the month and see if there would be any improvement."
4308,2022-09-07 15:29:14+00:00,Farret13Tejeda,This is the worst chelsea sack of all time. 1 pt off our CL group. 5 pts off top of the league. Tuchel had to suffer with the sanctions and lose a lot of key players. We had to buy so many replacements and it takes time. Wow man I’m so disappointed
4309,2022-09-07 15:28:52+00:00,Noroftheair,If they dropped Tuchel because they knew they'd get Zidane then it makes sense but otherwise there's no reason for the sack https://t.co/DBKR9EoPUt
4310,2022-09-07 15:28:49+00:00,bk_sultan95,"@WaleRazaq @igigzird @alexjordans01 @CFCMod_ Are you just supporting Chelsea we sack coaches another coach comes and give us a trophy for me it sad seeing tuchel go but we can’t lie to ourselves about Chelsea being bad these season,think he lost the players because if you look at the players stat these seasons it below par"
4311,2022-09-07 15:28:32+00:00,Nonny_Danny0,I don go buy man utd jersey I don tire 😔😭😭...person go wake hear say dey don sack tuchel make I kukuma come united side small https://t.co/dDJmZKPzX7
4312,2022-09-07 15:28:31+00:00,Tom83491351,"West ham fans; 

Chelsea sack tuchel

— if it goes VAR he will probably get his job back"
4313,2022-09-07 15:28:24+00:00,__Len__,"What were Chelsea thinking? Shipping out our £100 mil striker, backing Tuchel with £250 mil worth of signing only to sack him a week after the window closed after 6 games into the season. Tuchel deserved more time and respect to turn it around."
4314,2022-09-07 15:28:07+00:00,kn33_a,"@CFCMod_ Everytime we sack a manager, look for scape goats blablabla. For me personally, am tired of depressive weekends and now mid week horrors? Thanks Tuchel but something had to give! Imagine us playing Arsenal and getting embarrassed on this form?"
4315,2022-09-07 15:26:58+00:00,Cuneyttt7,"@ChelseaFC Noo, why we keep doing this, we should have stood behind Tuchel. If we can't learn to be passionate, we will always have those struggles in the long run. And then what, are we going to sack every manager after short term bad form? I'm disappointed..🤦‍♂️"
4316,2022-09-07 15:26:36+00:00,Xhanti0330,Thomas Tuchel should've been given more time. Why sign all the players he wanted if the club had plans to sack him.
4317,2022-09-07 15:26:31+00:00,ChimaNwabueze1,"@DoctourBrown Let me ask u, was Thomas tuchel doing well before his sack?  Secondly if ur bias claim is correct why wait until the window is shut when it will no longer be possible to sign Ronaldo."
4318,2022-09-07 15:26:28+00:00,Riz8figure,@Blue_Footy We can sack Thomas Tuchel with rush after investing big money but no rush for a British mid coach yes no rush 👎
4319,2022-09-07 15:26:02+00:00,IyabeniP,"I’m still in shock for the #BreakingNews of Thomas Tuchel @ChelseaFC sack! The team is not really performing to expectations, I wish the sacking will bring positive to the lads! good luck TT. We move ✌️✊💙"
4320,2022-09-07 15:25:39+00:00,Priteshlp,"How tf did Tuchel win the sack race between Lampard and Gerrard?! 

#Tuchel"
4321,2022-09-07 15:25:34+00:00,LastBornAdekoya,"This Tuchel Sack will put pressure on Arsenal sha… Now they want to be seen and considered as serious, they need to be acting as one… Seems like no more lifeline for Arteta like this o"
4322,2022-09-07 15:25:31+00:00,SeanCrossan14,Employment Law/Dismissal - Thomas Tuchel: Chelsea sack manager following Champions League defeat https://t.co/FFUzepcSaT
4323,2022-09-07 15:25:22+00:00,hjsedits,"no matter what happened boehly comes out of this looking monumentally stupid

either

- he gave tuchel £300m and then decided to sack him on a whim before the signings had even had a chance to settle

or

- he gave tuchel £300m even though he planned on sacking him to begin with"
4324,2022-09-07 15:25:21+00:00,akaaymichael,"TUCHEL SACK..
SOMETHING IS 'FITCHING'

NOT ABOUT RESULT ALONE
THERE IS SOMETHING ELSE
SOMETHING WE MAY NEVER KNOW.

Dressing room inadequacy,
Owners-Tuchel misunderstanding,
Unknown manager already preferred,
A gang up from a powerful quarters,
etc. May be one or more.
Shame!"
4325,2022-09-07 15:24:41+00:00,Darkenny_ola,A head coach sack has never pain me like tuchel's #TuchelOut https://t.co/SU4CVBBGse
4326,2022-09-07 15:24:32+00:00,Amit_280501,"Naaa... How can you sack Tuchel and then you become normal about it .@todd_boehly... 😞😞

Even this season, we are only 5 points behind Arsenal who are 1st! Bohely sacked him after only 6 games in the Premier League?!?!

Braindead... Makes 0 sense! 

I love Tuchel! 💙 Legend! 💯"
4327,2022-09-07 15:24:28+00:00,josemeierm,@ChelseaFC After 6 departures and all the problems with abramovich now you sack tuchel… shameful
4328,2022-09-07 15:24:04+00:00,jakeholton12,@SLScreamers_POD Only issue now is they have just spent big money backing Tuchel just to sack him a few days after the window closes. Not gonna be able to spend big again in January and then again next summer. Think the club has really mucked this up.
