,Date,User,Tweet
0,2022-09-09 23:50:25+00:00,_leget,"@TheRealEtinosa But most times, we would have started calling for the manager's sack before the club even do it.

But this time around, I think the fans still wanted Thomas Tuchel. We didn't see it coming at all.

The club's reason for his sack is lame too"
1,2022-09-09 23:28:10+00:00,immanuel_achina,"@Neymar_BarCFC_ @Olusholzz @Blue_Footy Don't mind this Vince or whatever his name is. PRing for English agenda. Only time will tell whether this sack was will yield the needed results. Before I forget, we're being told even if we miss T4 no wahalla but if Tuchel missed, his head on the gallows right?"
2,2022-09-09 23:24:57+00:00,Merachool,"@itstelleofficia Were you expecting him to be sacked on his first season?! This was what I fear if fans continue to ""mourn"" the tuchel sack"
3,2022-09-09 23:24:01+00:00,AethernaDex,"@HDahyor @TheGr1tz @CFCPys @Matt_Law_DT So if top 4 was the aim, why sack Tuchel?"
4,2022-09-09 23:18:02+00:00,JJo19_,"@Nino12x @CFCPys Oh yes you mean spend $300 million during the summer for players that Tuchel wanted and then sack him 5 or 6 games later? They made life easier for him, they really did."
5,2022-09-09 23:17:35+00:00,Iewdawg,we didn’t even sack tuchel because of his results so talking about standards is irrelevant
6,2022-09-09 23:17:18+00:00,Gistnoww,Liverpool may sack Klopp; contract made with Tuchel as potential replacement https://t.co/uPX9CHYd2Q
7,2022-09-09 23:13:33+00:00,iamnahtay,"Na Todd Boehly start all these things, why him go sack Tuchel... Things just dey occur."
8,2022-09-09 23:13:06+00:00,jaysilva_milton,"@CFC_Dan1 Tuchel has shown that in the past that he could turn bad situations around, remember he just bought in new guys so why the rush to sack him then"
9,2022-09-09 23:08:49+00:00,richardsonjnr7,"@certifiedladd Feels weird, still can’t get over Tuchel’s sack. It’s been tough for me in the last 2 days"
10,2022-09-09 23:04:55+00:00,EgyptianEthiopi,"@CFCDaily Is it the right decision to sack Tuchel? Yes
Was the timing right? No
That’s my only issue. If you don’t trust him then sack him before you give him 300m not after"
11,2022-09-09 23:04:10+00:00,__niiamu,"I still can't get over Tuchel sack😢

Feels like Mou 2008

2021 was one of my best years, Tommy Tuchel was a big part of it"
12,2022-09-09 22:59:48+00:00,yourtypeof_guy,@CFCPys The club comes first bro....that's all I can say quit acting like ur d only guy hurt by tuchel's sack
13,2022-09-09 22:57:27+00:00,Im_JustKojo,"@jnr_just_ice Loved his project with the youngsters, eventually he turned out terrible and deserved the sack, like Tuchel"
14,2022-09-09 22:50:45+00:00,Ayomyide,"@jabarzee Coach will take the fall as you can't sack 25 players 

The only things Tuchel did in his entire stat in Chelsea FC INCLS:

- Playing James at RCB
- Not getting a DM &amp; CDM/CM
-Not pressuring for a DOF"
15,2022-09-09 22:50:33+00:00,Igbenu,"@CFCPys Under Tuchel, backend of last season was horrific bad results, back performance no style of play no improvement on any player and unhappiness. That has continued this season. The new owners made a decision to sack him in my opinion is the correct call."
16,2022-09-09 22:49:19+00:00,santrobella,@HOMEKITMAN @UtdSteven @goal They had a lot of reason to sack tuchel not only he had bad start of the szn
17,2022-09-09 22:47:39+00:00,USFComps,"@hate_yerdas Our football has been shocking for the past 7 months. 

Scraping top 4, underwhelming football and results but this is where the line is drawn apparently. 

I'm not fussed about the Tuchel sacking, because we didn't sack the same manager that won us the UCL."
18,2022-09-09 22:44:44+00:00,RadarsTrend,National team boss claims Tuchel sack is 'positive' for struggling Chelsea star https://t.co/PR2B93d9LI
19,2022-09-09 22:41:46+00:00,leroyeferaomo,@Blue_Footy So he got daddy Boehly to sack Tuchel
20,2022-09-09 22:39:56+00:00,adefuado,@olybamak @UgoWilliams079 @CFCPys @Matt_Law_DT Well if there was so much patience lying around why sack tuchel????
21,2022-09-09 22:37:39+00:00,Oseiboamah91,@OleleSalvador Buh u were one of the supporters who said Tuchel should be sack
22,2022-09-09 22:36:37+00:00,Justin24060735,I watch them sack mourinho twice and these people think sacking tuchel go pain me? https://t.co/NaXzYSr9C1
23,2022-09-09 22:34:39+00:00,abbreef,Then why sack Tuchel? LOOL https://t.co/0spRyajCHu
24,2022-09-09 22:29:58+00:00,Ayomyide,"@jabarzee Sacking Tuchel was a very bad idea.
Everyone in football can fucking see it.

It's just Boehly and Tuchel Out hive that can't 

Imagine getting players for his system all summer just to sack him"
25,2022-09-09 22:29:06+00:00,Faisal281896371,"@TeleFootball @Matt_Law_DT Why sack Tuchel then if not getting top 4 this season is not a prerequisite for staying in the job? 

Clearly sacking him was a non footballing issue."
26,2022-09-09 22:27:14+00:00,docjaph,"@FrankKhalidUK I am still mortified by the sack of #Tuchel but we have a new Manager who needs our support, nonetheless. We moveee"
27,2022-09-09 22:25:59+00:00,IjebuLee,"@ConnCFC @ChelseaFC I am literally pissed anytime I sees potters picture like I'm feeling he's the reason we sack tuchel but he's not I just mad at the club decision
We love you TT"
28,2022-09-09 22:24:39+00:00,Batttousaiii,So why again did they sack Tuchel https://t.co/XAV9yQwJ0p
29,2022-09-09 22:23:11+00:00,IamOhene140,@Lecrae__ @Yasirmsani @TeleFootball @Matt_Law_DT okay tell me why new owners should sack the guy they feel is for this long term project if he don't get top4? thought that's all Chelsea wants? Tuchel wasn't just the guy for it buddy.
30,2022-09-09 22:22:16+00:00,Kazeem102,"so why did they sack tuchel when this is what they want,  why cant they give him time ... https://t.co/JTj1ftxgFN"
31,2022-09-09 22:20:39+00:00,jreidchapman,@MichaeIChapman @alexlebl23 @SalCornetta Why did y’all spend so much just to sack Tuchel? I get waiting until it would go over well with the fans but at least hold back in the market if confidence is low.
32,2022-09-09 22:20:35+00:00,Ayomyide,"@Pulisicate @CFCPys @Matt_Law_DT Bro noting we can do really.
No way they will want to pay out is £60M left over after a years work.

It's obvious Boehly has a plan buy suffers from his lack of knowledge about the sport.

Notice how just him and Tuchel Out hive are happy about Tuchel sack and others call it bad"
33,2022-09-09 22:17:24+00:00,poosemart,"@TeleFootball @Matt_Law_DT Todd is going fuck us all, sack an elite coach to go for a mid table coach🤣🤣😂 this guy are trying to make money out of chelsea, they are not ambitious as Abrahamovic they knew tuchel was not going to play their fucking games so they went for someone they could intimidate."
34,2022-09-09 22:15:33+00:00,poosemart,"@NizaarKinsella Todd is going fuck us all, sack an elite coach to go for a mid table coach🤣🤣😂 this guy are trying to make money out of chelsea, they are not ambitious as Abrahamovic they knew tuchel was not going to play their fucking games so they went for someone they could intimidate."
35,2022-09-09 22:10:39+00:00,lifeof_Aus,@Blue_Footy @Matt_Law_DT So wjy sack Tuchel ?
36,2022-09-09 22:08:59+00:00,Viktoour,@Syprin_ I love tuchel but he was not that guy tbh 7 wins from our last 22 games .less points than spurs arsenal Newcastle in 2022 the sack was deserved
37,2022-09-09 22:06:13+00:00,omoadeab,"@jabs_jack @Blue_Footy @Matt_Law_DT Stop this hate on Tuchel, this is about the club standards not Tuchel. The club standards will become mess if they keep this useless ambition in mind. Even if he won't get sack for not getting top 4, the news should be kept secret between them."
38,2022-09-09 22:04:08+00:00,AliKaraki91,@AlexGoldberg_ After all he’s our manager and it’s a must we support him. His success is Chelsea’s success and he wasn’t behind Tuchel’s sack
39,2022-09-09 22:04:00+00:00,gold_ayoze,@ExpectedChelsea With everything you have said I don’t rate this man and trust me he won’t flourish at Chelsea and he would be sack I prefer tuchel than him tuchel is the first manager that will be sacked and I will cry the man doesn’t worth what they did to him
40,2022-09-09 22:02:16+00:00,jamespappoe1,"@NeelaKatappa @FrankKhalidUK They surprised Tuchel with the sack.that's cruel. They were only waiting for some bad games to execute something they have planned for while. Inasmuch as fans support the club, people got their favourite humans too and if u treat them bad it's fair they get hurt too."
41,2022-09-09 21:59:21+00:00,omoadeab,"@bigreecejames @Blue_Footy @Matt_Law_DT We are not acting as if Tuchel will get us Top 4. The point here is that this Board are giving room to lack ambition, they need to let him know UCL is priority even though they won't sack him if he don't get it.
Why bringing out this news to the media the standard is falling 😭"
42,2022-09-09 21:55:48+00:00,Cruise_Lrd1,"@AbsoluteChelsea @AdamNewson Rubbish
If dis is not achieved
Den why did u sack Tuchel den😒😒"
43,2022-09-09 21:55:38+00:00,Joey_CFC,"@flameosumeet I really don't mind it, was the same with Lampard and especially Tuchel. Think there should always be minimum expectations they should meet in their first seasons but to sack a manager after 1 for lets say finishing 5th is mental."
44,2022-09-09 21:51:56+00:00,Tarwa19652446,"@BillEmrys @cfcjakes @CFCDaily Look man the way things were going even if Roman was still here Tuchel could have gotten the sack, was it to early for sure but no improvement from pre season to the match in Zagreb our defense is easy to break and opposition defense don’t stress themselves"
45,2022-09-09 21:51:36+00:00,_GabrielGideon,Then why sack tuchel? https://t.co/LPScBXLmEn
46,2022-09-09 21:50:14+00:00,filimiyan8,"@jefiyke they’re making that tuchel sack look even more ridiculous 😂
if top 4 wasn’t a priority to them why let him go?😂
clowns"
47,2022-09-09 21:49:58+00:00,theylovefuad,@CFCPys @Matt_Law_DT So why even sack tuchel in the first place???
48,2022-09-09 21:49:27+00:00,McZurich255,@CFCPys @Matt_Law_DT The day Boehly decided to sack Tuchel was the day his era started to go downhill. and as a fan who doesn't like his era I'm here to enjoy it
49,2022-09-09 21:46:36+00:00,Hunter_Eazzyy,“Stick through difficult moments” but sack Tuchel? Why did we get stuck with American owners 🫠 https://t.co/qnMUEMxUX7
50,2022-09-09 21:43:16+00:00,JayPacked_,"@_JoelCFC @TeleFootball @Matt_Law_DT If tuchel was still here and the article title was instead, “ Chelsea won’t sack Tuchel if he does not make top 4” would you have the same reaction?"
51,2022-09-09 21:42:43+00:00,slickback042,@King_Wale3 Why dem come sack tuchel
52,2022-09-09 21:42:32+00:00,azzar_enjoyer,Can’t talk about standards when we just had the 2nd half of tuchels reign and say it wasn’t sack worthy https://t.co/NAuNkoipLP
53,2022-09-09 21:42:00+00:00,YeezusByYe,"@K2sznn Don't be stupid, we're not gonna hand a 5 year deal to someone and sack them if we have a bad season given Tuchel gave us a shit start."
54,2022-09-09 21:38:22+00:00,CFC_Hersh,"@CFCPys @Matt_Law_DT But gave Tuchel an instant sack despite being 5 points off the 1st position , it's clear Boehly only sacked Tuchel because he didn't like him . He didn't care about what Tuchel did for the clubs and how the fans loved him , the only thing he listened to was his damned self"
55,2022-09-09 21:38:00+00:00,Luke26__,then why the fuck sack tuchel for a couple of poor performances lmfao makes no sense 🤣 https://t.co/LhUcxUn9bU
56,2022-09-09 21:36:23+00:00,WilliamC2004,@CFCPys @Matt_Law_DT Why the fuck would you sack Tuchel then?
57,2022-09-09 21:35:31+00:00,TucheIista,@CFCPys @Matt_Law_DT Yh but sack Tuchel after 6 games
58,2022-09-09 21:34:16+00:00,lavenderfc,"@Mxdiano @NiiNiiFC And if it is not Edwards…shocking.

I always felt throughout the summer Tuchel would walk or face an early sack. Boehly &amp; co. knew he would not be the one. Shouldve mutually parted in summer in a respectful way. Still would have hurt, but would have been better."
59,2022-09-09 21:29:23+00:00,SoccerShow1077,"No PL action this weekend, but you can catch up on a volatile week in soccer here: 

🏆#UCL gets kicked off 
🤦‍♂️ Chelsea sacks Tuchel 
🔴Liverpool Woes 
✉️ Mailbag 

Give it a listen ⬇️

https://t.co/gqYBgbHJjz"
60,2022-09-09 21:27:09+00:00,Abiola_Musbizu,EPL: Details of Boehly’s phone call with Aubameyang after Tuchel’s sack revealed https://t.co/sBmMFk4BMb
61,2022-09-09 21:26:21+00:00,TommyOffixial1,@the_Lawrenz Na why dem sack tuchel
62,2022-09-09 21:23:33+00:00,poetiqjustice_,"@TheLampardView Remove that Kovacic, na him make them sack Tuchel"
63,2022-09-09 21:19:01+00:00,TrendynewsTNM,Ex-Chelsea player Timo Werner suggests what may have led to Thomas Tuchel’s sack https://t.co/OInVUiTVdc
64,2022-09-09 21:17:56+00:00,Prash_cfc,"@NiiNiiFC didnt step what ? come on man he was given a rebuild job to do when the owner decided to sack the entire board and put everthing on tuchel.. imagine stressing on getting ronaldo not once, twice but 5 times 😂"
65,2022-09-09 21:16:42+00:00,Adeyyem,@Emmaadex20 @goal I just wonder even jose the greatest Chelsea coach get sack talk less of tuchel
66,2022-09-09 21:16:12+00:00,at11gcfc,@CfcLxwis @HowaynShite Roman would never have used tuchel for a whole summer to give off an image of a stable club with a top manager if he wanted to sack him. Tuchel’s a coach not a DoF. Tuchel has faults which played a part in his sacking but Todd was the main villain in this
67,2022-09-09 21:12:38+00:00,CFCfahim,"As much as I hate the decision made to sack Tuchel, we gotta move on. Love the man and wished he stayed for many years, we can't change the past but look forward to the future.

You do what want but I'd recommend moving on otherwise you'll continue being sad and depressed"
68,2022-09-09 21:05:11+00:00,Collins_Str,"@FrankKhalidUK You all can go ahead and get behind him, you can’t make me fall in love with Tuchel and just sack him like that. 😢"
69,2022-09-09 21:03:57+00:00,CFC_Mfonido007,"@Fact Man, if you're trying to ease my mind over Tuchel's sack, you're failing woefully"
70,2022-09-09 20:57:10+00:00,TrendynewsTNM,How Tuchel’s Sack Will Benefit Pulisic – US National Team Manager Explains https://t.co/u7z6ML6rN8
71,2022-09-09 20:51:52+00:00,Man_Kinga342,"@metroking__ Don't forget Dortmund 😂, Boehly was prepared to take the heat and model Chelsea to his liking. I think he didn't want to sack Tuchel immediately as that would have been even worse, so he had to wait for a perfect chance to pounce on"
72,2022-09-09 20:51:01+00:00,OlaloyeSunday,@goal It was too early  for the CHELSEA management to sack Coach Thomas Tuchel .
73,2022-09-09 20:48:41+00:00,kofixgee,That's what I also thought after the Sack of Tuchel. 🤔🤔🤔🤔🤔🤔🤔🤔 https://t.co/zcwAwBvroP
74,2022-09-09 20:47:54+00:00,kofixgee,That's what I also thought after the Sack of Tuchel. 🤔🤔🤔🤔🤔🤔🤔🤔 https://t.co/h77tmqDjKd
75,2022-09-09 20:46:45+00:00,oluwa_rotemi,@Pulisicate @DinoCFC Exactly.. I hate tuchel sack but let the guy work ..
76,2022-09-09 20:37:15+00:00,gaming_trying,@frankieboy1 @goal Then why did he spent a record fee on tuche and even brought aubamayang just to sack him after a game🤦‍♂️. And brought a manager that has the same problem that tuchel has which is scoring goals🤦‍♂️
77,2022-09-09 20:36:01+00:00,Victoriaascert1,@Blue_Footy Early &amp; factually baseless conclusion.Not wise to count your chickens before they hatch. Nothing done so far suggest savings or strategic value in the decision taken to sack Tuchel. Would be more appropriate to do the first value appraisal at the end of May 2023. Early days.
78,2022-09-09 20:33:59+00:00,gaming_trying,@CFC___24 @sanesou @goal U dont back the manager by spending a record fee and fire him after a game and hired a new manager to work with the other managers left overs. If he was planning to sack tuchel he shouldve done it in june or may or even july🤦‍♂️
79,2022-09-09 20:32:54+00:00,sagarichy,The thing still dey hurt me say them sack Tuchel wtf?
80,2022-09-09 20:31:58+00:00,TheBlueVibe_,@VictorHealey There’s no justifiable explanation for the timing of his sacking Victor. I had good hopes because of the owners ambition during the summer transfer window. But the manner of Tuchel’s sack blindsided the supporters!
81,2022-09-09 20:19:45+00:00,Adeyyem,@goal Boehly is not the first to sack manger tuchel also got sack by PSG  I wonder why people are crying because a owner sack a manager he did not employ..
82,2022-09-09 20:19:42+00:00,BustaNicks,"@T1kona @ConnCFC @ayotunde005_ He didn't force you reply to his tweet ,he stated clearly if you're affected by him still mourning the sack of tuchel then mute his tweet or ignore,must you reply?."
83,2022-09-09 20:16:39+00:00,charlescfc1,People taking the Tuchel sack a little too hard. This is nothing new and I read a thread which I’ll quote in the replies to calm minds. Because Tuchel wasn’t going places which I realised when I took emotion out of it let’s just say that
84,2022-09-09 20:16:10+00:00,TheTrueSaheed,How am I going to get over this Tuchel sack?
85,2022-09-09 20:03:00+00:00,Wil2wonk,"@ConnCFC I don't know how long it will take me to get over tuchel, My wife self dey para ontop why dem sack Tuchel even she wey no too like football"
86,2022-09-09 20:02:10+00:00,shahid_ihs,"@TheBlueDodger @siphillipssport 💀please don't tell me that guy, if that one guy it's pretty clear why boehly sack Tuchel lmao."
87,2022-09-09 20:01:53+00:00,totalnonsense6,"@goal It does seem a bit mental. Sack Tuchel, wtf?"
88,2022-09-09 20:00:19+00:00,kelly_uwaifo,"@Fxlse_nein @AdaIdemili Lol I know , just some weeks back we had news of Tuchel contract talks before the sack , so you just never know but we will see tho"
89,2022-09-09 19:59:05+00:00,auburneey,"@jabarzee look past the money
to just sack someone like that
so sudden"
90,2022-09-09 19:54:34+00:00,mukushjm,"Tuchel sack was forthcoming right when he got involved in player signings, his clear rule was to let him do his job as a coach. Worth the long term benefits."
91,2022-09-09 19:54:26+00:00,todd_boehIy,"#USMNT coach Greg Berhalter: ""I talked lots with #Boehly over the past few weeks trying to convince him to sack Thomas #Tuchel. I’m thrilled it finally happened and we can now see how good Christian #Pulisic can be in the Premier League for #Chelsea. I can’t wait.”

[@MailSport]"
92,2022-09-09 19:51:48+00:00,tailgate777,"@MaccaSport Dan can you please tell me straight why Thomas tuchel got the sack , I want to move on from thomas tuchel but I keep reading stuff its all petty,  you can tell me on here or dm , thanks in advance"
93,2022-09-09 19:44:10+00:00,rthur_ferridge,"Many have questioned Todd Beohly's decision to sack Thomas Tuchel, but what does the decision say about his leadership style? Read my take on the situation at Chelsea here:
#ChelseaFC #CFC https://t.co/1ac61Q8juw"
94,2022-09-09 19:41:44+00:00,bubbles_gh,"@ConnCFC I wish the sacking of Thomas tuchel was dream but man it's real.since he was sack I have not been myself again 💔
Thinking about it every single minute 😭"
95,2022-09-09 19:38:50+00:00,ImWayneKing1,@HN21NH @LondonBluePod @Matt_Law_DT Have you not read what’s come out or are you ignoring it. I loved Tuchel. My favourite Chelsea manager by far but the reasonings for the sack (which wasn’t based on results)is kinda fair enough
96,2022-09-09 19:36:21+00:00,ZaheerWorldwide,"@Lecrae__ @ellieeeazy @timmyoflife @TwenttySevven @Chels_HQ @MailSport Bruh, you seen the hate pulisic been getting lately?
You’d have thought he was the one who asked Boehly to sack Tuchel cause he’s the scapegoat
I thought you used to like him but everybody even you been making him look like some kind of villain these past couple days"
97,2022-09-09 19:35:09+00:00,TRAP2Mil,@Icrmandddd @brfootball @cfbayern I guess stay Humbled Kid 🤡😂😂 No Wonder Tuchel got the Sack 👋🎸
98,2022-09-09 19:24:35+00:00,cuche43,@buchi_ubani Dem sack Tuchel😭😩
99,2022-09-09 19:24:19+00:00,ImWayneKing1,@HN21NH @LondonBluePod @Matt_Law_DT No evidence to say they would sack if we finished 6th. They wanted Tuchel to work and I didn’t want us to sack but there’s no doubt that he was thinking about walking after all the changes at the club
100,2022-09-09 19:21:15+00:00,prince1_owusu,@mineralsfc He should prepare for his sack letter if he is gonna build his team around Mount. Lampard trusted them and they got him sacked. Have no emotional attachment to these players anymore cos they never did it for Lampard or Tuchel.
101,2022-09-09 19:17:29+00:00,SanaTCGranata,"@farid17i @HowaynShite I haven’t lied and that’s what hurts the most. It’s the truth, sadly. No one wanted it to turn out this way but it did. Tuchel deserved the sack just as much as Lampard did."
102,2022-09-09 19:16:43+00:00,edema_isadore,"This is no excuse, Tuchel came in and win the Champions league and qualified for Champions league same season. Why sack him if you expect less for the new manager you spent over £60 million https://t.co/1RxawAjsqU"
103,2022-09-09 19:11:00+00:00,Clutchcfc,@ManagerTactical What he said was stupid. Tuchel wasn’t great for Pulisic but rn neither side is doing shit well. One side believes Americans are teaming up to sack Tuchel. The other thinks Pulisic is untouchable.
104,2022-09-09 19:10:49+00:00,at11gcfc,@Pulisicate Exactly if you’re going to sack a coach like Tuchel the guy you bring in needs to deliver the bare minimum
105,2022-09-09 19:03:47+00:00,RolloofViking,"@itstelleofficia @jasonfox191 @millyfrosh_szn @Blue_Footy Tuchel is supposed to be the one, but he has big ego, didn't want to change anything for his current squad, it was harsh to sack him by this time of the season, but we don't make decisions, we can only give our opinions"
106,2022-09-09 18:56:45+00:00,itstelleofficia,"Why did we sack tuchel if we are going to accept finishing 6th we are few points off top four after 6 games, what are you saying? https://t.co/BigRNyeY22"
107,2022-09-09 18:55:22+00:00,madmusaz,"November 2020, i pray MU sack Ole and appoint Thomas Tuchel. But Ed Woodward wait until November 2021 to sack Ole and appoint Ralf Rangnick. What a shame. https://t.co/YTJ7sdJ3A2"
108,2022-09-09 18:54:27+00:00,ikechukwu0896,"@JordynhoFCB @TeamCRonaldo Because people just don’t criticize him they blame him for everything else , people will blames Ronaldo for the queens death 😂, they already say he has a hand In tuchel sack"
109,2022-09-09 18:51:54+00:00,HaydenKing02,Unfortunately a change of manager was needed otherwise we’d be looking at 15/16 all over again. At the end of the day if you could sack the entire squad then that would be more ideal considering the stuff that’s been circulating about certain individuals #cfc #chelsea #Tuchel
110,2022-09-09 18:47:53+00:00,_JoelCFC,"nah i can't get over the fact that he let Tuchel buy the players he wanted just to sack him, fucking yank"
111,2022-09-09 18:46:55+00:00,aezl21,@HolaSami17 decent manager but why did they sack tuchel
112,2022-09-09 18:38:47+00:00,usasharenews,National team boss claims Tuchel sack is ‘positive’ for struggling Chelsea star https://t.co/qndISsRUIv
113,2022-09-09 18:38:19+00:00,VideosChelseafc,"Reasons for Tuchel Sack .....Discuss???

1) Family related issues affected his footballing ideas
2) Transfer clashes with Owners
3) Overdependency on certain players like Havertz &amp; 
 Mount and players let him down.
4) lack of a creative player in the team/ Dont like tech players"
114,2022-09-09 18:35:02+00:00,jbonzy,Ah dem sack Tuchel? https://t.co/nQtDLlNdLb
115,2022-09-09 18:32:13+00:00,thomaswdowling,"@RealRickBlair Chelsea have been awful. Tuchel deserved to be lambasted for his tactics, but he should have been given a chance to turn it around. Spending all that money on players he specifically wanted, only to then sack him after a handful of games, made little sense."
116,2022-09-09 18:28:48+00:00,clinical_kai,@CFCPys Acting like you never wanted tuchel gone before the sack 🤡🤡🤡
117,2022-09-09 18:21:34+00:00,Lukmanjrd,"I don sleep three times since dey sack Tuchel and I no belive am.

I Dey see am for dream chai😔"
118,2022-09-09 18:20:55+00:00,Heis_Olawale,@josetoking @CFCMod_ Your point is they should have left Tuchel and not sack him right?
119,2022-09-09 18:18:38+00:00,wanfiller,Ah so Chelsea sack Thomas Tuchel fr?? 😫😭💔
120,2022-09-09 18:09:52+00:00,Adetolaa_a,There are 32 games left and you are saying finishing top 4 is not obligatory. Are you a nutter? Why did the club sack Tuchel then? https://t.co/j1FHSro7KD
121,2022-09-09 18:04:15+00:00,1912XP,@Iewdawg Tuchel but Boehly was right to sack him
122,2022-09-09 18:02:05+00:00,SoccerGistTweet,https://t.co/MpSKme5zE7
123,2022-09-09 17:59:33+00:00,rvphs,"He needs to earn the respect, most of them are just up in their feelings about Tuchel's sack. Results will convince them https://t.co/EQdGlxMaQT"
124,2022-09-09 17:52:45+00:00,ManuelVeth,"New Unsackable Pod. This week we chat:

🐂#RBLeipzig sack Tedesco 
🙄Chelsea sack Tuchel 
🔴Klopp's problems at #LFC 
🇺🇸US Open Cup 

🟢https://t.co/9MLIPkWA8J
🍏https://t.co/acUrQFRLTu https://t.co/WDd1pWyRvz"
125,2022-09-09 17:47:53+00:00,Kasi_ghostLife,"@ExpectedChelsea Todd has the opportunity to sack Tuchel long back after end of last season, but he stayed quite only for successful transfer window and to convince big imp players and to do so he used Tuchel. That's unethical. 

In a very hostile manner he was sent away which hurt many fans."
126,2022-09-09 17:45:56+00:00,TuchelBurner,@mineralsfc 2 managers tried building around him and got the sack within 3 years. So I hope not.
127,2022-09-09 17:44:48+00:00,hoewoelarbie,"@ExpectedChelsea I like the fact that I'm not emotionally attached to this man..

If he does well... Goood!

If he fucks up and Chelsea sack him, I won't be moved!

Was too emotionally attached to Mourinho, Ancelotti and Tuchel😑😑"
128,2022-09-09 17:42:55+00:00,biodun_situ,"@Blue_Footy For those saying Tuchel wasn't sacked because of results, this excuse would have been tenable had Boehly ever had the guts to sack him if we were top of the league. 
Would Boehly have discarded Tuchel if Chelsea had won all their matches (EPL &amp; UCL)?"
129,2022-09-09 17:39:32+00:00,SportsDayOnline,Mainz director blasts Chelsea over Tuchel sack https://t.co/XqdUJwA4dx
130,2022-09-09 17:34:59+00:00,daniels_bauer,"Why is Chelsea setting this gentleman up for a sack? How could he succeed where Mourinho, Ancelotti and Tuchel were sacked??? https://t.co/4vOfhSHbY4"
131,2022-09-09 17:30:32+00:00,the_utty,"It’s sad to say goodbye to the people we love. I love you. Everyone at Chelsea loves you, Thomas Tuchel.
It hurts to remember he isn’t the gaffer any longer.
The only sack that hurts more like this was Jose Mourinho’s.
Have a better life ahead, Big Tom.
Thanks for everything.
💙 https://t.co/MGkp7MBcAq"
132,2022-09-09 17:28:10+00:00,PestOpreh,"But assuming if we signed Ronaldo instead of Auba😂😂

This Tuchel sack e sure me say Messi fans go misinterpret am😂😂"
133,2022-09-09 17:27:59+00:00,QueenMancunian,But you sack Tuchel 😂 https://t.co/p1O3IfQg9b
134,2022-09-09 17:23:43+00:00,Mz_Prim,"Alot has this week sha
Chelsea lost their first Champions league match, Them sack Tuchel, ManU lost their first Europa match, Queen Elizabeth died, Premier league has been suspended..Omo it's well. Happy weekend guys❤️"
135,2022-09-09 17:20:13+00:00,S_t_a_r_10,"one thing I’m very sure  is Todd was not willing to part way with pulisic but Tuchel want him gone,it’s also part for Tuchle sack. https://t.co/yKxbDBKkey"
136,2022-09-09 17:19:33+00:00,Cfc_optaseun,"@WebsiteDev02 @Pulisicate Tuchel lost the dressing room already and I saw the sack coming just that it was too early and the Owner make Thier ambition clearer from the start ,I don't care who is on board all I care about is success"
137,2022-09-09 17:19:07+00:00,simply_dat_Temi,"Anytime I think Tuchel doesn't deserve the sack,I always remember him starting Havertz week in week out🤣🤣😭💔"
138,2022-09-09 17:10:21+00:00,JeanYamb_,@FabrizioRomano This guy already had in his mind to sack Tuchel
139,2022-09-09 17:07:23+00:00,FightingItOut,"Tuchel saga is not entirely based on perfomances and defeats. It looks like a compatibility issue. I think it should not have been called a sack. It should be like an agreement. 
Boehly should have just said ""Tommy It's not you,It's me""."
140,2022-09-09 17:07:13+00:00,cfc_jmc1,"@ZiizoCfc Juve clear, they gonna sack allegri any day now, I don’t think tuchel will join Liverpool either"
141,2022-09-09 17:01:44+00:00,kerssnisveryhot,It’s funny how every time a manger is sack at Chelsea it’s the players fault like peoples knowledge about tactics is embarrassing tbh like tuchel how attack strategy was basically cross and vibes
142,2022-09-09 17:01:26+00:00,always_anjali,"@SaloniCFC @theist26 Skye listen idk if u aren't reading my replies but i do not disagree with u! I can analyze a situation and see his sack would hv come eventually. But i've said it numerous times i do not like Boehly's attitude and treatment of Tuchel in the end, very snake like"
143,2022-09-09 16:59:46+00:00,Odirapc,"@Blue_Footy Lol enough of all these already. Tuchel could've been sacked right after Leeds or even before if Roman was here.
Roman sacked Jose and so many other top coaches we've had &amp; we came out on top. Sack of Thomas isn't the end of Chelsea. We'll win &amp; grow so much more going forward."
144,2022-09-09 16:55:00+00:00,WeberKerstin,"@Wilson3Osagie @Blue_Footy #Mainz didn‘t sack #Tuchel. But that is just one of the silly stories you guys make up about him. It‘s just as ridiculous as the bollocks that are spread about #Klopp. Some people here in Mainz are amused by it, some are annoyed and others are simply tired of it."
145,2022-09-09 16:54:00+00:00,abbysultan7,@Piperclicks @DaddyG_O_ @BobbyTino19 @Blue_Footy I really don’t wanna argue with you. But sacking tuchel wouldn’t solver anything. The new coach will definitely face the shit TT faced! They’ll have to sack him also till when? I’m sure as hell Abrahamovich wouldn’t have sacked TT. It’s way too soon for someone that gave is all
146,2022-09-09 16:45:38+00:00,ZahirAl02411761,@FabrizioRomano Lovely but why did he sack tuchel 😔
147,2022-09-09 16:41:28+00:00,RadarsTrend,"Chelsea sack head coach Thomas Tuchel, club confirms | ITV News https://t.co/fE9PUFIfhx"
148,2022-09-09 16:40:36+00:00,_t6am,"@Suleyman_moh lmaoo same too,they can't compete anymore they don't play good football,if they're smart they'll sack simeone and hire tuchel,Diego has done enough its time to move on"
149,2022-09-09 16:38:44+00:00,saka7inho,@akshansh0605 i’m saying tuchel did a good job with chelsea and accomplished a lot but putting that stat makes it seem like the sack was reasonable
